WorkOrderID,AssetID,Plant,Vendor,Department,Priority,Status,Problem,RootCause,Reported,Resolved,BudgetGBP,ActualGBP,Variance,DowntimeHours,LostMWh,Risk,Severity,Compliance,AuditScore,Inspector,AssetAge,ReactorType,InventoryPart,InventoryLevel,ReorderPoint,ProcurementDelay,MaintenanceType,LabourHours,Technicians,RadiationZone,DosemSv,Regulation,FineGBP,ContractValue,PaymentStatus,ForecastCost,FailureCount,InspectionFreqDays,Comments
WO04010,A1012,Heysham 1,Vendor_22,Ops,P2,Cancelled,Pump Failure,Vendor Delay,2022-02-13,2022-02-22,132758,248836,116078,86.7,264.7,3,High,Pending,,EMP186,5,AGR,P1334,231,74,57,Preventive,51.0,7,B,0.63,ONR,0,724292,Pending,170685,2,90,repeat issue 
WO04011,A1170,Torness,Vendor_29,Procurement,P4,Closed,Calibration Drift,Vendor Delay,27/05/2022,2022-06-05,295103,408185,113082,69.7,66.8,89,High,Non-Compliant,93.0,EMP609,14,BWR,P1399,275,42,42,Preventive,7.5,4,B,12.86,CNSC,0,221021,Overdue,320075,0,90,N/A
WO04012,A1131,Bruce A,Vendor_13,Procurement,P1,In Progress,Pump Failure,Human Error,2025-09-20,2025-11-18,163106,269038,105932,26.5,570.1,68,Medium,Compliant,,EMP165,41,SMR,P1347,-5,33,56,Emergency,11.0,8,D,12.42,STUK,0,924393,Paid,174430,9,90,N/A
WO04013,A1141,Torness,Vendor_7,Engineering,P4,Open,Calibration Drift,Unknown,29/01/2024,2024-03-29,271817,309454,37637,51.6,507.9,12,High,Compliant,47.0,EMP190,4,SMR,P1320,488,58,50,Predictive,5.3,4,B,8.13,ONR,0,424495,Pending,272053,12,365,await docs
WO04014,A1279,Heysham 1,Vendor_2,Procurement,P4,Closed,Calibration Drift,Unknown,2023-10-30,2023-12-19,209172,267032,57860,73.6,109.7,77,High,compliant,,EMP134,11,PHWR,P1456,335,58,41,Corrective,72.7,2,B,8.18,ONR,0,767101,Paid,211748,5,90,
WO04015,A1080,Bruce A,Vendor_23,Maint,P3,In Progress,Pump Failure,Human Error,2023-10-02,2023-10-09,127882,216494,88612,61.8,850.9,77,Low,Pending,,EMP569,26,AGR,P1422,41,13,9,Corrective,27.9,5,D,16.65,NRC,0,621996,Pending,122204,4,365,await docs
WO04016,A1027,Torness,Vendor_27,Engineering,P1,Cancelled,Pump Failure,Design,2024-06-06,2024-07-05,162041,132261,-29780,87.6,443.4,50,Critical,Compliant,,EMP204,43,PWR,P1124,301,26,39,Preventive,7.2,8,D,3.59,ONR,0,632011,Paid,177235,1,30,
WO04017,A1153,Heysham 1,Vendor_27,Maint,P4,Cancelled,Inspection Overdue,Unknown,2024-07-31,2024-09-06,358363,333295,-25068,93.1,612.6,67,Critical,Non-Compliant,90.0,EMP719,44,BWR,P1427,118,61,57,Preventive,78.9,1,B,3.89,CNSC,47118,776472,Paid,371879,11,180,N/A
WO04018,A1100,Bruce A,Vendor_9,Safety,P4,Open,Inventory Shortage,Unknown,2022-12-14,2022-12-19,68789,145423,76634,55.7,828.6,3,Critical,Compliant,,EMP494,26,BWR,P1395,79,23,57,Corrective,73.4,5,C,7.29,STUK,0,485988,Paid,65239,1,180,urgent
WO04019,A1215,Heysham 1,Vendor_4,Safety,P3,Cancelled,Calibration Drift,Design,2024-11-02,2024-11-09,54291,17785,-36506,9.1,400.3,1,Critical,Compliant,45.0,EMP828,28,SMR,P1041,395,90,27,Predictive,3.7,4,A,10.33,STUK,0,434191,Pending,98922,0,180,urgent
WO04020,A1175,Torness,Vendor_28,Ops,P5,Open,Inspection Overdue,Unknown,2022-11-01,2022-11-02,378918,340658,-38260,32.0,367.8,94,Critical,Pending,,EMP988,25,SMR,P1456,338,44,79,Preventive,48.1,2,B,12.29,NRC,0,35982,Paid,359583,9,90,urgent
WO04021,A1064,Bruce A,Vendor_23,Finance,P4,Open,Pump Failure,Ageing,02/01/2023,2023-01-11,432157,417889,-14268,78.2,465.2,19,Medium,Non-Compliant,88.0,EMP606,15,PHWR,P1488,162,46,52,Emergency,47.1,6,D,7.31,STUK,0,273770,Pending,420447,8,180,await docs
WO04022,A1275,Diablo Canyon,Vendor_18,Maint,P1,In Progress,Calibration Drift,Unknown,2025-02-01,,312425,418880,106455,6.4,744.5,17,Critical,Compliant,40.0,EMP845,23,BWR,P1323,298,44,5,Corrective,25.9,2,B,5.69,NRC,0,658418,Overdue,306352,3,365,await docs
WO04023,A1157,Bruce A,Vendor_22,Engineering,P4,Open,Pump Failure,Unknown,04/08/2024,2024-08-23,185358,196534,11176,39.3,54.6,97,Low,Pending,,EMP800,39,PHWR,P1474,462,71,26,Predictive,79.8,1,C,12.62,ONR,0,863895,Pending,210263,8,30,
WO04024,A1014,Diablo Canyon,Vendor_23,Safety,P2,Closed,Inventory Shortage,Human Error,20/04/2024,2024-04-26,223868,313659,89791,27.4,62.6,36,Critical,Compliant,,EMP404,21,PHWR,P1353,150,21,67,Corrective,74.2,7,B,1.34,ONR,0,381898,Pending,270599,7,30,
WO04025,A1198,Heysham 1,Vendor_14,Maint,P3,Open,Valve Leak,Design,2022-03-20,,49518,147469,97951,82.1,89.1,36,High,compliant,,EMP917,29,AGR,P1329,277,69,75,Corrective,10.5,6,B,8.68,ONR,0,342775,Overdue,58315,12,180,repeat issue 
WO04026,A1270,Sizewell B,Vendor_21,Ops,P3,Open,Calibration Drift,Human Error,01/08/2023,,290370,305519,15149,32.0,74.1,94,Critical,Non-Compliant,50.0,EMP927,29,BWR,P1387,4,38,45,Preventive,3.2,5,A,13.06,NRC,0,398581,Overdue,289564,2,365,N/A
WO04027,A1245,Torness,Vendor_3,Ops,P1,Closed,Calibration Drift,Human Error,17/05/2022,2022-07-16,385143,383326,-1817,6.2,575.2,31,Critical,compliant,88.0,EMP255,4,PHWR,P1339,276,87,3,Emergency,69.8,7,B,3.81,NRC,0,77570,Overdue,426872,6,90,repeat issue 
WO04028,A1276,Olkiluoto 3,Vendor_27,Procurement,P4,Open,Inspection Overdue,Unknown,2024-06-15,2024-08-03,379441,484313,104872,31.4,852.3,43,High,Pending,47.0,EMP365,34,AGR,P1384,216,88,0,Predictive,18.0,7,A,2.95,STUK,0,994972,Pending,400573,5,30,N/A
WO04029,A1167,Bruce A,Vendor_28,Ops,P3,In Progress,Pump Failure,Ageing,03/09/2023,2023-09-02,487461,561104,73643,40.5,760.8,50,Medium,Compliant,,EMP434,23,PWR,P1261,330,36,12,Emergency,75.6,2,A,13.98,NRC,0,780523,Overdue,534675,5,180,repeat issue 
WO04030,A1249,Diablo Canyon,Vendor_6,Procurement,P4,In Progress,Valve Leak,Unknown,02/08/2022,2022-09-02,463801,518443,54642,18.5,827.4,91,High,Compliant,,EMP879,14,BWR,P1099,15,13,21,Emergency,79.3,4,B,17.67,CNSC,0,998840,Pending,507613,2,90,urgent
WO04031,A1259,Olkiluoto 3,Vendor_10,Engineering,P1,Cancelled,Sensor Fault,Unknown,2023-01-28,2023-03-24,228841,250562,21721,92.9,141.5,71,High,Pending,78.0,EMP375,34,BWR,P1310,92,76,54,Emergency,51.8,1,B,2.55,ONR,0,37596,Pending,228553,11,180,
WO04032,A1028,Heysham 1,Vendor_28,Maint,P1,Open,Sensor Fault,Ageing,14/04/2025,2025-05-30,243173,340402,97229,28.5,280.5,59,Low,Non-Compliant,,EMP639,10,PWR,P1275,180,79,58,Corrective,50.6,6,D,3.63,ONR,0,675486,Paid,249989,3,30,await docs
WO04033,A1284,Sizewell B,Vendor_16,Maint,P4,Open,Valve Leak,Ageing,13/12/2022,2023-02-01,464660,518419,53759,85.1,150.6,3,Low,Non-Compliant,53.0,EMP977,6,AGR,P1438,23,24,-2,Emergency,5.3,1,D,1.05,NRC,0,859156,Overdue,463982,1,180,
WO04034,A1068,Diablo Canyon,Vendor_16,Procurement,P2,Closed,Calibration Drift,Vendor Delay,2023-05-25,2023-07-19,283974,369573,85599,90.5,353.3,67,Low,Non-Compliant,52.0,EMP629,3,SMR,P1276,102,119,7,Predictive,18.1,4,A,6.34,ONR,0,201501,Overdue,278764,0,365,repeat issue 
WO04035,A1157,Diablo Canyon,Vendor_30,Ops,P2,Open,Sensor Fault,Vendor Delay,2022-09-21,2022-10-06,413751,484509,70758,82.0,443.8,79,Medium,Pending,40.0,EMP889,6,PHWR,P1310,81,18,60,Preventive,52.8,2,D,8.41,CNSC,0,169222,Paid,427240,6,180,await docs
WO04036,A1028,Bruce A,Vendor_22,Engineering,P5,Closed,Inventory Shortage,Vendor Delay,2023-05-06,2023-07-03,233998,198115,-35883,44.2,731.1,58,Critical,compliant,87.0,EMP490,43,AGR,P1179,222,17,48,Predictive,9.1,3,D,16.97,NRC,0,201622,Pending,236515,11,365,
WO04037,A1026,Torness,Vendor_8,Procurement,P5,Closed,Sensor Fault,Ageing,28/03/2025,2025-04-19,185818,153774,-32044,60.3,610.5,50,Critical,compliant,40.0,EMP842,20,SMR,P1026,14,20,21,Corrective,32.4,8,A,6.67,CNSC,0,802902,Pending,207006,7,180,repeat issue 
WO04038,A1008,Heysham 1,Vendor_13,Engineering,P5,Open,Valve Leak,Design,05/10/2023,2023-11-22,216971,238357,21386,11.4,339.8,15,Critical,Non-Compliant,68.0,EMP122,7,PHWR,P1143,71,98,24,Corrective,53.6,5,A,0.46,STUK,0,673314,Pending,250083,10,365,
WO04039,A1032,Torness,Vendor_13,Engineering,P2,In Progress,Valve Leak,Ageing,2022-09-01,2022-09-22,148526,245743,97217,72.9,878.8,24,Medium,Pending,,EMP584,40,PHWR,P1188,255,33,85,Corrective,73.6,3,A,13.79,ONR,0,600632,Overdue,141675,9,180,
WO04040,A1077,Heysham 1,Vendor_4,Finance,P2,In Progress,Sensor Fault,Ageing,2024-07-02,2024-07-15,307511,408490,100979,69.3,693.2,92,Critical,compliant,98.0,EMP884,45,PHWR,P1195,350,12,71,Preventive,78.8,6,C,14.41,NRC,0,642789,Pending,313907,4,365,N/A
WO04041,A1133,Olkiluoto 3,Vendor_7,Safety,P2,Open,Pump Failure,Ageing,2022-03-07,2022-04-26,497093,487356,-9737,2.5,871.9,11,Critical,Pending,,EMP764,15,AGR,P1249,190,80,60,Predictive,35.3,3,B,4.49,STUK,0,814764,Paid,532918,1,365,await docs
WO04042,A1285,Heysham 1,Vendor_1,Procurement,P3,Open,Calibration Drift,Design,16/02/2023,2023-02-18,136049,219386,83337,50.8,764.6,28,Critical,Compliant,,EMP162,15,SMR,P1487,386,77,8,Predictive,74.6,3,B,2.56,NRC,0,452342,Overdue,120572,4,365,
WO04043,A1235,Diablo Canyon,Vendor_1,Maint,P5,Cancelled,Inspection Overdue,Human Error,10/01/2022,2022-02-26,11786,-17410,-29196,36.5,447.0,33,Critical,Non-Compliant,96.0,EMP468,25,BWR,P1108,190,44,89,Emergency,77.5,8,C,8.48,STUK,0,79487,Paid,44887,7,180,urgent
WO04044,A1156,Diablo Canyon,Vendor_24,Safety,P4,In Progress,Calibration Drift,Ageing,03/07/2022,2022-07-15,181022,184673,3651,74.7,52.0,17,Critical,Pending,,EMP601,8,AGR,P1116,61,37,7,Preventive,9.6,6,B,1.88,STUK,67630,928845,Overdue,200909,2,365,repeat issue 
WO04045,A1001,Heysham 1,Vendor_10,Safety,P5,In Progress,Valve Leak,Vendor Delay,26/02/2025,2025-02-26,245966,348639,102673,69.2,495.1,1,Medium,Non-Compliant,,EMP323,12,PWR,P1452,294,10,24,Corrective,77.4,1,A,1.75,CNSC,0,568107,Overdue,277964,11,365,
WO04046,A1058,Olkiluoto 3,Vendor_29,Finance,P4,Cancelled,Inventory Shortage,Ageing,2023-11-30,2023-11-28,33233,58171,24938,40.9,216.3,86,Critical,Compliant,,EMP252,13,BWR,P1331,375,85,0,Emergency,60.6,2,B,16.62,ONR,0,321538,Paid,56377,5,30,
WO04047,A1195,Olkiluoto 3,Vendor_16,Safety,P1,In Progress,Calibration Drift,Unknown,18/01/2023,2023-03-14,456773,537992,81219,57.6,870.8,67,Low,compliant,,EMP983,33,SMR,P1484,105,57,55,Preventive,29.3,1,B,15.46,NRC,0,282780,Paid,465926,4,90,repeat issue 
WO04048,A1104,Diablo Canyon,Vendor_10,Engineering,P4,In Progress,Inventory Shortage,Unknown,2023-11-18,2023-12-03,70545,159821,89276,17.9,497.4,16,High,Non-Compliant,60.0,EMP200,32,BWR,P1079,208,109,7,Predictive,32.0,6,B,9.25,CNSC,0,369325,Overdue,82914,4,30,N/A
WO04049,A1290,Bruce A,Vendor_11,Safety,P3,Closed,Pump Failure,Unknown,04/11/2023,2023-12-29,289396,351060,61664,6.6,93.7,48,Critical,Pending,,EMP371,42,BWR,P1449,141,87,88,Emergency,31.2,5,A,15.9,NRC,0,631862,Paid,305804,9,90,await docs
WO04050,A1028,Diablo Canyon,Vendor_29,Ops,P5,Open,Sensor Fault,Human Error,22/10/2022,,260480,324335,63855,2.2,18.5,39,Medium,Pending,40.0,EMP905,22,SMR,P1176,171,69,87,Preventive,67.6,6,D,12.37,ONR,0,792445,Pending,261168,9,365,N/A
WO04051,A1000,Olkiluoto 3,Vendor_19,Finance,P2,Closed,Valve Leak,Human Error,21/10/2023,2023-10-30,401809,518720,116911,89.2,863.3,13,High,Pending,,EMP684,37,PWR,P1046,196,21,45,Emergency,69.0,6,C,1.41,ONR,0,998056,Pending,388750,11,90,urgent
WO04052,A1079,Olkiluoto 3,Vendor_29,Maint,P5,Cancelled,Valve Leak,Vendor Delay,2022-09-20,2022-11-08,18572,52433,33861,-0.9,786.3,36,Medium,Non-Compliant,81.0,EMP442,43,SMR,P1022,377,95,51,Predictive,5.2,3,C,3.05,CNSC,0,22054,Overdue,12275,10,30,urgent
WO04053,A1025,Bruce A,Vendor_20,Maint,P4,Open,Inventory Shortage,Human Error,12/08/2023,2023-08-27,434687,448150,13463,75.7,198.0,20,Critical,Pending,92.0,EMP268,26,AGR,P1025,128,40,-2,Preventive,37.2,8,C,3.18,ONR,0,169540,Pending,471811,2,30,await docs
WO04054,A1132,Bruce A,Vendor_21,Safety,P3,In Progress,Inspection Overdue,Unknown,06/10/2022,,243182,329234,86052,17.7,742.7,74,Medium,Compliant,87.0,EMP703,14,PWR,P1114,176,65,40,Preventive,61.4,7,D,12.62,CNSC,0,597865,Overdue,258230,0,180,await docs
WO04055,A1082,Torness,Vendor_1,Safety,P2,Closed,Sensor Fault,Design,23/02/2024,2024-04-23,450555,480095,29540,21.4,657.1,7,Low,Compliant,,EMP693,43,AGR,P1494,468,55,24,Emergency,12.8,4,C,15.99,ONR,21096,169853,Paid,435562,7,30,
WO04056,A1021,Diablo Canyon,Vendor_29,Engineering,P3,Closed,Inventory Shortage,Vendor Delay,17/06/2024,,475226,530515,55289,57.3,132.8,42,Critical,Non-Compliant,,EMP176,19,SMR,P1383,454,86,23,Predictive,63.0,4,B,0.51,STUK,0,364504,Pending,524055,3,180,await docs
WO04057,A1187,Olkiluoto 3,Vendor_13,Engineering,P4,In Progress,Valve Leak,Design,31/10/2025,,458147,566388,108241,35.6,79.7,100,High,Compliant,49.0,EMP119,14,PWR,P1152,313,120,36,Preventive,24.6,3,A,0.11,ONR,0,81133,Paid,452410,3,365,repeat issue 
WO04058,A1086,Diablo Canyon,Vendor_18,Finance,P2,In Progress,Pump Failure,Design,28/09/2022,2022-09-30,129499,191622,62123,35.1,787.7,3,Low,compliant,,EMP217,32,AGR,P1410,219,77,80,Corrective,63.2,1,D,0.13,STUK,0,95586,Overdue,122455,5,365,N/A
WO04059,A1074,Heysham 1,Vendor_26,Finance,P3,Cancelled,Valve Leak,Design,13/01/2023,2023-01-22,435170,544216,109046,84.2,402.9,47,Low,compliant,,EMP894,3,PHWR,P1185,41,35,78,Predictive,56.0,1,D,8.25,ONR,0,104649,Paid,483485,0,30,
WO04060,A1122,Torness,Vendor_22,Safety,P4,Closed,Inventory Shortage,Unknown,16/01/2024,,350995,339012,-11983,53.7,87.7,49,High,Compliant,66.0,EMP589,32,SMR,P1106,62,21,85,Corrective,46.1,2,A,16.98,NRC,0,689414,Overdue,368253,1,90,await docs
WO04061,A1170,Diablo Canyon,Vendor_10,Ops,P5,Cancelled,Valve Leak,Vendor Delay,19/12/2022,2023-02-02,409920,479379,69459,42.7,537.8,61,Medium,Compliant,,EMP505,22,BWR,P1091,497,94,90,Corrective,77.3,1,A,13.69,ONR,0,159434,Paid,456462,11,30,repeat issue 
WO04062,A1221,Torness,Vendor_2,Procurement,P5,Open,Inventory Shortage,Design,11/11/2024,2024-12-04,180142,259996,79854,30.6,46.3,31,Medium,Non-Compliant,,EMP502,41,PHWR,P1408,205,101,30,Preventive,45.8,7,D,11.23,ONR,82693,998135,Paid,220170,2,30,
WO04063,A1032,Heysham 1,Vendor_22,Maint,P4,Closed,Sensor Fault,Ageing,25/11/2024,2024-12-23,382400,466566,84166,-0.4,776.5,28,Low,Non-Compliant,,EMP589,39,SMR,P1334,376,110,51,Preventive,49.6,5,B,17.83,CNSC,0,392419,Paid,416455,10,365,await docs
WO04064,A1115,Diablo Canyon,Vendor_2,Ops,P2,Cancelled,Calibration Drift,Vendor Delay,27/07/2023,2023-07-28,493624,492662,-962,82.0,492.2,93,Low,Non-Compliant,72.0,EMP896,16,AGR,P1188,15,112,11,Emergency,51.0,3,B,4.73,ONR,0,50221,Pending,474622,2,365,repeat issue 
WO04065,A1072,Heysham 1,Vendor_26,Maint,P3,In Progress,Calibration Drift,Human Error,2023-07-30,2023-08-06,453070,499585,46515,46.0,218.3,75,High,compliant,62.0,EMP266,15,SMR,P1169,210,74,61,Predictive,72.6,6,D,5.05,NRC,0,51223,Overdue,482715,1,180,urgent
WO04066,A1214,Olkiluoto 3,Vendor_29,Maint,P3,Closed,Valve Leak,Design,2024-02-25,2024-04-20,243955,281161,37206,85.5,97.5,97,Critical,Pending,97.0,EMP485,45,PWR,P1165,45,120,69,Corrective,41.8,7,D,1.04,ONR,0,378666,Pending,272796,9,365,await docs
WO04067,A1137,Bruce A,Vendor_4,Finance,P1,Open,Valve Leak,Human Error,2023-09-21,,464122,559771,95649,51.1,55.9,3,Critical,compliant,,EMP858,26,PWR,P1082,94,95,27,Preventive,13.8,2,D,5.84,CNSC,0,505646,Pending,508939,3,90,repeat issue 
WO04068,A1069,Sizewell B,Vendor_27,Engineering,P1,Cancelled,Sensor Fault,Design,05/06/2022,2022-06-24,159553,244045,84492,11.3,45.1,85,Low,Pending,87.0,EMP221,37,AGR,P1312,178,65,40,Corrective,76.2,2,C,4.85,NRC,0,612543,Overdue,140420,7,30,
WO04069,A1012,Bruce A,Vendor_1,Safety,P3,Open,Sensor Fault,Ageing,2024-08-23,2024-09-22,34318,74322,40004,18.2,610.6,32,Critical,Non-Compliant,,EMP487,28,PHWR,P1221,372,108,84,Corrective,6.8,2,C,11.24,ONR,0,905819,Overdue,46031,1,365,await docs
WO04070,A1065,Olkiluoto 3,Vendor_3,Procurement,P3,Cancelled,Calibration Drift,Human Error,2024-12-11,2025-02-01,107480,114247,6767,48.3,539.8,1,Low,compliant,,EMP126,13,SMR,P1186,355,54,21,Preventive,10.8,8,B,10.82,STUK,0,788107,Pending,148955,2,180,
WO04071,A1121,Olkiluoto 3,Vendor_20,Maint,P5,Open,Sensor Fault,Unknown,2024-09-30,2024-11-21,32258,59024,26766,28.3,218.2,21,Medium,Non-Compliant,80.0,EMP789,44,PHWR,P1352,345,118,9,Preventive,3.4,2,A,7.32,ONR,0,140124,Pending,68067,12,365,await docs
WO04072,A1285,Torness,Vendor_7,Procurement,P1,Open,Sensor Fault,Human Error,14/02/2023,2023-04-11,290689,323904,33215,69.7,161.4,37,High,Pending,,EMP646,13,PWR,P1175,412,57,36,Predictive,57.1,8,B,9.91,ONR,0,841877,Paid,280772,2,90,await docs
WO04073,A1070,Torness,Vendor_2,Finance,P2,In Progress,Pump Failure,Unknown,08/02/2024,2024-03-05,234836,307076,72240,37.6,643.6,74,Low,compliant,95.0,EMP136,23,BWR,P1401,239,13,70,Preventive,63.8,4,B,10.26,NRC,0,773589,Paid,270464,3,365,
WO04074,A1036,Sizewell B,Vendor_20,Engineering,P1,Cancelled,Sensor Fault,Unknown,15/04/2023,2023-05-27,52029,12904,-39125,43.5,313.6,98,Low,Pending,79.0,EMP384,16,AGR,P1212,439,75,69,Predictive,35.0,5,A,0.72,ONR,52889,608010,Overdue,42885,5,30,
WO04075,A1109,Sizewell B,Vendor_28,Maint,P1,In Progress,Inspection Overdue,Design,2022-10-06,2022-10-18,232968,292084,59116,64.7,21.4,14,Critical,Pending,58.0,EMP401,10,PWR,P1047,444,118,7,Corrective,26.1,1,D,8.97,NRC,0,371141,Overdue,271893,1,365,urgent
WO04076,A1083,Torness,Vendor_17,Engineering,P4,Cancelled,Inspection Overdue,Human Error,2022-03-01,2022-04-06,275666,377552,101886,14.1,871.3,71,Medium,Non-Compliant,,EMP237,45,BWR,P1284,447,36,45,Corrective,58.3,3,B,1.24,CNSC,0,725557,Pending,294364,4,365,await docs
WO04077,A1040,Diablo Canyon,Vendor_25,Safety,P4,In Progress,Calibration Drift,Design,25/05/2022,2022-07-12,325849,302902,-22947,9.9,805.8,97,High,compliant,,EMP948,10,PHWR,P1113,382,44,82,Predictive,67.3,3,B,5.18,CNSC,0,463149,Paid,360118,11,180,await docs
WO04078,A1151,Olkiluoto 3,Vendor_18,Safety,P5,Closed,Valve Leak,Unknown,2024-01-04,2024-01-24,217873,307706,89833,12.4,687.3,93,Critical,Non-Compliant,,EMP749,6,SMR,P1463,-3,91,41,Emergency,5.5,7,C,3.16,STUK,0,436218,Overdue,258110,1,30,await docs
WO04079,A1107,Bruce A,Vendor_14,Finance,P2,Closed,Inventory Shortage,Vendor Delay,2024-04-19,,38773,62525,23752,88.5,353.9,96,High,Non-Compliant,,EMP532,37,SMR,P1495,385,120,41,Emergency,44.9,2,B,4.85,NRC,0,519223,Pending,82586,0,90,
WO04080,A1267,Torness,Vendor_24,Procurement,P5,In Progress,Sensor Fault,Design,2022-01-17,2022-01-16,253540,367784,114244,35.6,692.5,55,Critical,Compliant,,EMP492,28,SMR,P1360,407,13,68,Preventive,61.8,8,B,13.06,CNSC,0,10280,Overdue,263261,10,180,urgent
WO04081,A1263,Bruce A,Vendor_14,Procurement,P1,Closed,Calibration Drift,Unknown,02/11/2024,2024-12-06,385285,439154,53869,1.6,322.8,72,High,Pending,48.0,EMP580,31,AGR,P1228,139,96,2,Preventive,20.3,5,D,7.71,ONR,0,473661,Overdue,411227,3,30,repeat issue 
WO04082,A1262,Torness,Vendor_19,Finance,P2,Closed,Pump Failure,Design,22/06/2022,,467985,444509,-23476,49.2,898.0,74,Medium,Compliant,60.0,EMP895,27,PWR,P1133,376,115,15,Corrective,77.4,1,C,3.62,NRC,81735,644951,Pending,462190,10,90,N/A
WO04083,A1207,Bruce A,Vendor_12,Maint,P5,Cancelled,Calibration Drift,Ageing,2023-10-29,2023-12-11,105181,190264,85083,29.0,332.2,12,High,Pending,,EMP355,9,AGR,P1379,396,94,20,Corrective,43.8,1,B,5.53,ONR,83432,961935,Paid,150984,4,180,repeat issue 
WO04084,A1135,Diablo Canyon,Vendor_4,Finance,P3,In Progress,Sensor Fault,Human Error,16/04/2023,2023-04-23,221211,266666,45455,58.1,249.6,43,Critical,Non-Compliant,,EMP178,42,PHWR,P1190,287,18,40,Corrective,59.9,8,B,13.75,ONR,12049,752408,Pending,235376,1,365,urgent
WO04085,A1262,Sizewell B,Vendor_6,Ops,P1,In Progress,Calibration Drift,Human Error,04/05/2023,2023-06-10,126725,160594,33869,9.4,453.7,67,Critical,compliant,66.0,EMP502,28,BWR,P1299,177,73,74,Preventive,9.9,6,B,5.91,NRC,0,51899,Overdue,142562,6,90,urgent
WO04086,A1281,Sizewell B,Vendor_24,Engineering,P2,In Progress,Inventory Shortage,Ageing,14/11/2022,2023-01-05,333296,394670,61374,90.4,469.6,81,Medium,compliant,,EMP494,30,PWR,P1369,431,99,0,Emergency,73.7,7,B,5.7,CNSC,0,611199,Overdue,348930,7,180,repeat issue 
WO04087,A1016,Olkiluoto 3,Vendor_21,Engineering,P1,In Progress,Pump Failure,Human Error,18/05/2023,2023-06-25,486139,495674,9535,75.8,368.3,23,Medium,compliant,,EMP633,42,BWR,P1108,6,25,27,Corrective,18.2,3,B,7.51,ONR,0,565157,Paid,512614,0,90,repeat issue 
WO04088,A1004,Bruce A,Vendor_29,Maint,P2,Open,Inventory Shortage,Vendor Delay,07/01/2024,2024-02-11,52647,77987,25340,31.3,374.9,100,Low,compliant,,EMP706,43,AGR,P1307,372,27,42,Emergency,3.9,3,D,6.03,STUK,80070,340744,Overdue,93835,10,90,urgent
WO04089,A1280,Diablo Canyon,Vendor_26,Procurement,P2,Open,Calibration Drift,Vendor Delay,2022-04-21,2022-05-31,194006,164603,-29403,15.6,884.1,43,Low,Pending,,EMP782,38,AGR,P1271,285,48,20,Emergency,8.4,4,C,4.0,STUK,0,353318,Paid,205527,3,365,await docs
WO04090,A1111,Olkiluoto 3,Vendor_23,Safety,P3,Closed,Sensor Fault,Unknown,2022-07-18,2022-08-18,48985,22627,-26358,0.8,638.4,46,Critical,Pending,97.0,EMP477,37,PWR,P1399,157,87,7,Preventive,49.6,4,A,3.4,ONR,0,676078,Overdue,41475,11,365,repeat issue 
WO04091,A1093,Diablo Canyon,Vendor_9,Safety,P2,In Progress,Inventory Shortage,Human Error,06/09/2025,2025-10-29,163758,196880,33122,64.1,281.4,82,Low,Compliant,99.0,EMP263,3,SMR,P1389,73,11,43,Predictive,43.0,3,C,0.46,NRC,0,753396,Paid,213565,4,365,urgent
WO04092,A1284,Bruce A,Vendor_4,Maint,P4,Cancelled,Sensor Fault,Ageing,10/08/2025,,430126,447328,17202,35.4,868.7,85,Low,compliant,,EMP414,18,BWR,P1213,409,47,58,Corrective,63.0,8,A,4.21,ONR,0,922429,Paid,479960,5,365,await docs
WO04093,A1270,Heysham 1,Vendor_28,Procurement,P2,Closed,Inventory Shortage,Design,2024-02-20,2024-03-23,282754,328578,45824,91.0,627.8,89,Low,compliant,,EMP403,38,PWR,P1454,38,79,7,Emergency,75.7,1,A,2.2,ONR,29877,796327,Pending,280843,10,365,
WO04094,A1255,Heysham 1,Vendor_20,Ops,P3,In Progress,Sensor Fault,Unknown,2022-07-16,2022-08-19,178163,145235,-32928,32.1,460.1,47,High,Compliant,,EMP776,8,BWR,P1466,165,103,76,Emergency,10.1,6,A,4.17,CNSC,0,432558,Paid,219639,9,90,repeat issue 
WO04095,A1121,Torness,Vendor_12,Engineering,P5,In Progress,Sensor Fault,Human Error,19/08/2023,2023-09-04,408943,455693,46750,23.3,476.7,83,Medium,Pending,87.0,EMP110,10,AGR,P1184,4,113,7,Predictive,3.7,1,D,15.5,CNSC,0,697067,Overdue,439128,8,365,await docs
WO04096,A1141,Heysham 1,Vendor_1,Ops,P4,Open,Sensor Fault,Unknown,2022-06-20,2022-08-06,8472,-10796,-19268,34.4,522.7,53,High,compliant,65.0,EMP235,10,PWR,P1058,57,56,74,Emergency,54.2,8,A,3.82,CNSC,0,364513,Paid,13706,0,365,repeat issue 
WO04097,A1152,Olkiluoto 3,Vendor_5,Safety,P5,Closed,Calibration Drift,Unknown,2023-01-20,2023-03-19,112650,83855,-28795,8.6,377.4,88,Medium,Compliant,83.0,EMP278,35,PHWR,P1236,208,87,60,Corrective,65.4,8,D,7.59,CNSC,0,472957,Pending,145161,0,30,repeat issue 
WO04098,A1275,Heysham 1,Vendor_13,Safety,P2,Open,Calibration Drift,Vendor Delay,21/11/2024,2024-12-08,80636,137470,56834,43.6,328.3,28,High,Compliant,,EMP386,5,SMR,P1220,210,19,61,Corrective,11.0,3,A,17.26,ONR,0,872271,Overdue,64685,2,90,repeat issue 
